variable,community,degree,closeness,betweenness,strength,source,Label,Group
FLUCLOX.SOD_CAP.250MG,19,3,0.000110412,0.002482426,3,PIS,,
FLUOXETINE.HCL_CAP.20MG,19,3,0.000115527,0.003559728,3,PIS,,
FLUOXETINE.HCL_CAP.60MG,19,3,0.000105541,0.002111222,3,PIS,,
J439_EMPHYSEMA..UNSPECIFIED,19,3,0.000133191,0.005254987,3,SMR,,
J869_PYOTHORAX.WITHOUT.FISTULA,19,3,0.000122249,0.001916619,3,SMR,,
MICROGYNON.30_TAB,19,3,0.000112587,0.001894371,3,PIS,,
NEXPLANON_IMPLANT.68MG,19,3,0.000133887,0.00686541,3,PIS,,
OPTICROM_ALLERGY.EYE.DPS.2.,19,3,0.000128304,0.007846037,3,PIS,,
PROPRANOLOL.HCL_TAB.40MG,19,3,0.000133833,0.010739259,3,PIS,,
R074_CHEST.PAIN..UNSPECIFIED,19,3,0.000131718,0.006150286,3,SMR,,
RIGEVIDON_TAB,19,3,0.000121595,0.003841034,3,PIS,,
SERTRALINE.HCL_TAB.50MG,19,3,0.000115062,0.001580797,3,PIS,,
td_citalopram,19,3,0.000112854,0.001474858,3,NDRDD,,
td_sertraline,19,3,0.00011655,0.001859659,3,NDRDD,,
VENLAFAXINE_TAB.37.5MG,19,3,0.000117495,0.003961561,3,PIS,,
VOLTAROL.EMULGEL_AQ.GEL.1.16.,19,3,0.000121714,0.003913646,3,PIS,,
Z33X_PREGNANT.STATE..INCIDENTAL,19,3,0.000116604,0.003488601,3,SMR,,
Z634_DISAPPEARANCE.AND.DEATH.OF.FAMILY.MEMBER,19,3,0.000130395,0.009864015,3,SMR,,
ZOTON_FASTAB.TAB.30MG,19,3,0.000119818,0.006991219,3,PIS,,
AVEENO_CRM,19,2,0.000111882,0.001450318,2,PIS,,
CEFALEXIN_CAP.500MG,19,2,0.000103157,0.000987453,2,PIS,,
CORSODYL_MTHWSH.0.2.,19,2,0.000119403,0.000671632,2,PIS,,
FOLIC.ACID_TAB.400MCG,19,2,0.00010725,0.001474858,2,PIS,,
I801_PHLEBITIS.AND.THROMBOPHLEBITIS.OF.FEMORAL.VEIN,19,2,0.000133529,0.003734896,2,SMR,,
J90X_PLEURAL.EFFUSION..NOT.ELSEWHERE.CLASSIFIED,19,2,0.000128403,0.001653808,2,SMR,,
MEFENAMIC.ACID_TAB.500MG,19,2,0.000107759,0.000928288,2,PIS,,
NORETHIST_TAB.5MG,19,2,9.98E-05,0.001474858,2,PIS,,
NYSTATIN_ORAL.SUSP.100.000U.ML,19,2,0.000105719,0.001474858,2,PIS,,
O049_MEDICAL.ABORTION..COMPLETE.OR.UNSPECIFIED..WITHOUT.COMPLICATION,19,2,0.00010644,0.001139455,2,SMR,,
OTOMIZE_EAR.SPY.5ML,19,2,0.000100929,0.001474858,2,PIS,,
R05X_COUGH,19,2,0.000110241,0.000849308,2,SMR,,
SALACTOL_PAINT...APPLIC,19,2,0.000103157,0.000897134,2,PIS,,
SERTRALINE.HCL_TAB.100MG,19,2,0.000106918,0,2,PIS,,
SOFRADEX_EAR.EYE.DPS,19,2,0.00011422,0.002947163,2,PIS,,
BETAHISTINE.HCL_TAB.16MG,19,1,0.000112575,0,1,PIS,,
CANESTEN_CRM.1.,19,1,9.54E-05,0,1,PIS,,
DICLOFENAC.SOD_GEL.1.16.,19,1,0.000106712,0,1,PIS,,
DIFFLAM_ORAL.RINSE.SOLN.0.15.,19,1,0.000105319,0,1,PIS,,
F161_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.HARMFUL.USE.OF.HALLUCINOGENS,19,1,0.000112841,0,1,SMR,,
FLUCONAZOLE_CAP.50MG,19,1,9.42E-05,0,1,PIS,,
GENTISONE.HC_EAR.DPS,19,1,9.04E-05,0,1,PIS,,
HALF.INDERAL.LA_CAP.80MG,19,1,0.000119318,0,1,PIS,,
J039_ACUTE.TONSILLITIS..UNSPECIFIED,19,1,0.00011352,0,1,SMR,,
LANSOPRAZOLE_ORODISPER.TAB.30MG,19,1,0.000105252,0,1,PIS,,
LOCORTEN.VIOFORM_EAR.DPS,19,1,8.95E-05,0,1,PIS,,
NYSTATIN_ORAL.SUSP.100.000U.ML.S.F,19,1,0.000110339,0,1,PIS,,
op_citalopram,19,1,9.98E-05,0,1,NDRDD,,
pc_agoraphobia,19,1,0.000119076,0,1,NDRDD,,
pc_depression_low_mood,19,1,0.000119076,0,1,NDRDD,,
PROPRANOLOL.HCL_CAP.160MG.M.R,19,1,0.000119318,0,1,PIS,,
PROPRANOLOL.HCL_TAB.80MG,19,1,0.000119318,0,1,PIS,,
R062_WHEEZING,19,1,0.000105064,0,1,SMR,,
R072_PRECORDIAL.PAIN,19,1,0.000114129,0,1,SMR,,
R102_PELVIC.AND.PERINEAL.PAIN,19,1,0.000112032,0,1,SMR,,
VENLAFAXINE_TAB.75MG,19,1,0.000103455,0,1,PIS,,
Y95X_NOSOCOMIAL.CONDITION,19,1,0.000101916,0,1,SMR,,
Z302_STERILIZATION,19,1,9.41E-05,0,1,SMR,,
X619_SELF.POISON.BY.ANTIEPILEP.ANTIPARK.PSYCHOTROP.DRUGS..IN.UNSPECIFIED.PLACE,20,12,0.000150173,0.025407037,12,SMR,Accidental and intentional self poisoning,Substance use related
X610_INTENT.SELF.POISONING.BY.ANTIEPILEP.ANTIPARKISM..PSYCHOTROP.DRUG.AT.HOME,20,11,0.000146391,0.030860408,11,SMR,,
T424_POISONING.BY.BENZODIAZEPINES,20,10,0.000149098,0.014610087,10,SMR,,
T401_POISONING.BY.HEROIN,20,9,0.00015873,0.032253687,9,SMR,,
T393_POISONING.BY.OTHER.NONSTEROIDAL.ANTI.INFLAMMATORY.DRUGS..NSAID.,20,8,0.000146007,0.018952561,8,SMR,,
T402_POISONING.BY.OTHER.OPIOIDS,20,8,0.000151332,0.031945859,8,SMR,,
T432_POISONING.BY.OTHER.AND.UNSPECIFIED.ANTIDEPRESSANTS,20,8,0.000143082,0.020194198,8,SMR,,
T510_TOXIC.EFFECT.OF.ETHANOL,20,8,0.000141423,0.009801858,8,SMR,,
X429_ACC.POISONING.BY.NARCOTICS.PSYCHODYSLEPTICS.NEC.IN.UNSPECIFIED.PLACE,20,8,0.000148258,0.013342638,8,SMR,,
X620_INTENT.SELF.POISONING.BY.EXPOSURE.TO.NARCOTICS.PSYCHODYSLEPTICS.AT.HOME,20,8,0.000152765,0.022170585,8,SMR,,
T403_POISONING.BY.METHADONE,20,7,0.00013914,0.003790436,7,SMR,,
X420_ACC.POISONING.BY.EXPOSURE.TO.NARCOTICS.PSYCHODYSLEPTICS.NEC.AT.HOME,20,7,0.000147667,0.011557042,7,SMR,,
F1025_ALCOHOL.DEPENDENCE.SYNDROME..CONTINUOUS.USE,20,6,0.000150376,0.014883601,6,SMR,,
T391_POISONING.BY.4.AMINOPHENOL.DERIVATIVES,20,6,0.000139451,0.004778506,6,SMR,,
X609_SELF.POISON.BY.NONOPIOID.ANALGES.ANTIPYRET.ANTIRHEUM.IN.UNSPEC.PLACE,20,6,0.000136054,0.005770796,6,SMR,,
F131_MENTAL.BEHAVIOURAL.DISORDERS.DUE.TO.HARMFUL.USE.OF.SEDATIVES.OR.HYPNOTICS,20,5,0.000140331,0.007691711,5,SMR,,
T426_POISONING.BY.OTHER.ANTIEPILEPTIC.AND.SEDATIVE.HYPNOTIC.DRUGS,20,5,0.000138504,0.004507377,5,SMR,,
T433_POISONING.BY.PHENOTHIAZINE.ANTIPSYCHOTICS.AND.NEUROLEPTICS,20,5,0.000138735,0.008402582,5,SMR,,
T435_POISONING.BY.OTHER...UNSPECIFIED.ANTIPSYCHOTICS.AND.NEUROLEPTICS,20,5,0.000138274,0.012452335,5,SMR,,
T436_POISONING.BY.PSYCHOSTIMULANTS.WITH.ABUSE.POTENTIAL,20,5,0.000134698,0.002427355,5,SMR,,
T509_POISONING.BY.OTHER...UNSPEC.DRUGS..MEDICAMENTS.AND.BIOLOGICAL.SUBSTANCES,20,5,0.000135704,0.005638322,5,SMR,,
X419_ACC.POISON.EXPOS.TO.ANTIEPILEP.ANTIPARK.PSYCHOTROP.DRUG.IN.UNSPEC.PLACE,20,5,0.000133851,0.000932206,5,SMR,,
X629_INTENT.SELF.POISONING.BY.NARCOTICS.PSYCHODYSLEPTICS.IN.UNSPECIFIED.PLACE,20,5,0.000142146,0.001891762,5,SMR,,
X650_INTENT.SELF.POISONING.BY.EXPOSURE.TO.ALCOHOL.AT.HOME,20,5,0.000143534,0.010388543,5,SMR,,
Z032_OBSERVATION.FOR.SUSPECTED.MENTAL.AND.BEHAVIOURAL.DISORDERS,20,5,0.00014403,0.009004751,5,SMR,,
Z036_OBSERVATION.FOR.SUSPECTED.TOXIC.EFFECT.FROM.INGESTED.SUBSTANCE,20,5,0.000143719,0.008519839,5,SMR,,
F1024_ALCOHOL.DEPENDENCE.SYNDROME.CURRENT.USER..ACTIVE.DEPENDENCE.,20,4,0.000150331,0.00558233,4,SMR,,
F111_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.HARMFUL.USE.OF.OPIOIDS,20,4,0.000143596,0.007789956,4,SMR,,
F155_PSYCHOTIC.DISORDER.DUE.TO.USE.OF.OTHER.STIMULANTS.INCLUDING.CAFFEINE,20,4,0.000142005,0.011571459,4,SMR,,
T404_POISONING.BY.OTHER.SYNTHETIC.NARCOTICS,20,4,0.000134844,0.000508436,4,SMR,,
T406_POISONING.BY.OTHER.AND.UNSPECIFIED.NARCOTICS,20,4,0.000136147,0.005116469,4,SMR,,
T430_POISONING.BY.TRICYCLIC.AND.TETRACYCLIC.ANTIDEPRESSANTS,20,4,0.000134354,0.000504137,4,SMR,,
X409_ACC.POISON.EXPOS.TO.NONOPIOID.ANALGES.ANTIPYR.ANTIRHEUM.IN.UNSPEC.PLACE,20,4,0.000127421,0.001268675,4,SMR,,
X600_SELF.POISON.BY.NONOPIOID.ANALGESICS..ANTIPYRETICS.ANTIRHEUMATICS.AT.HOME,20,4,0.000139645,0.004661597,4,SMR,,
ZEROBASE.CRM..APPL.,20,4,0.000128866,0.010742312,4,PIS,,
F1122_OPIOIDS.DEPENDENCE.SYNDR.CONTROLLED.DEPENDENCE,20,3,0.000137988,0.004443571,3,SMR,,
F141_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.HARMFUL.USE.OF.COCAINE,20,3,0.000129467,0.000914989,3,SMR,,
K805_CALCULUS.OF.BILE.DUCT.WITHOUT.CHOLANGITIS.OR.CHOLECYSTITIS,20,3,0.000135575,0.00308018,3,SMR,,
pc_drug_or_alcohol_psychosis,20,3,0.000130225,0.006695716,3,NDRDD,,
R452_UNHAPPINESS,20,3,0.000138504,0.000789321,3,SMR,,
T390_POISONING.BY.SALICYLATES,20,3,0.000131234,0.003485691,3,SMR,,
T405_POISONING.BY.COCAINE,20,3,0.000123931,0.000251097,3,SMR,,
T407_POISONING.BY.CANNABIS..DERIVATIVES.,20,3,0.000136575,0.000690151,3,SMR,,
td_fluoxetine,20,3,0.000117233,0.003163887,3,NDRDD,,
X410_ACC.POISON.EXPOS.TO.ANTIEPILEP.ANTIPARKINS.PSYCHOTROP.DRUGS..NEC.AT.HOME,20,3,0.000132837,0.000561794,3,SMR,,
X449_ACC.POISONING.BY.TO.OTHER.UNSPECIFIED.DRUGS.BIOL.SUBS.IN.UNSPECIFIED.PLACE,20,3,0.000131874,0.007492495,3,SMR,,
E162_HYPOGLYCAEMIA..UNSPECIFIED,20,2,0.00012955,0.004724829,2,SMR,,
F121_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.HARMFUL.USE.OF.CANNABINOIDS,20,2,0.000120788,0.001474858,2,SMR,,
F151_MENTAL.BEHAV.DISORDERS.DUE.TO.HARMFUL.USE.OF.OTHER.STIMULANTS.INC.CAFFEINE,20,2,0.000130924,0.00083096,2,SMR,,
K802_CALCULUS.OF.GALLBLADDER.WITHOUT.CHOLECYSTITIS,20,2,0.000128617,0.001231293,2,SMR,,
T421_POISONING.BY.IMINOSTILBENES,20,2,0.000128008,6.57E-05,2,SMR,,
T447_POISONING.BY.B.ADRENORECEPTOR.ANTAGONISTS..NEC,20,2,0.00012288,0.000495224,2,SMR,,
T450_POISONING.BY.ANTIALLERGIC.AND.ANTIEMETIC.DRUGS,20,2,0.000126486,0.000352097,2,SMR,,
X639_SELF.POISON.BY.DRUGS.ACTING.ON.THE.AUTONOM.NERV.SYST.IN.UNSPECIFIED.PLACE,20,2,0.00011489,5.11E-06,2,SMR,,
X640_SELF.POISON.BY.OTHER.UNSPEC.DRUGS..MEDIC..BIOL.SUBSTANCES.AT.HOME,20,2,0.000123686,0.001275711,2,SMR,,
X649_SELF.POISON.BY.OTHER.UNSPEC.DRUGS.MEDIC..BIOL.SUBS.IN.UNSPECIFIED.PLACE,20,2,0.000126887,0.000365237,2,SMR,,
X659_INTENT.SELF.POISONING.BY.EXPOSURE.TO.ALCOHOL.IN.UNSPECIFIED.PLACE,20,2,0.000121595,0.001474858,2,SMR,,
Z602_LIVING.ALONE,20,2,0.000123198,0.001474858,2,SMR,,
BUCCASTEM_TAB.3MG,20,1,0.000120106,0,1,PIS,,
CYMEX_CRM,20,1,0.00011217,0,1,PIS,,
F132_MENTAL.BEHAVIOURAL.DISORDERS.DUE.TO.DEPENDENT.USE.OF.SEDATIVES.HYPNOTICS,20,1,0.000124938,0,1,SMR,,
F150_MENTAL.BEHAV.DISORDERS.DUE.ACUTE.INTOX.WITH.OTHER.STIMULANTS.INC.CAFFEINE,20,1,0.000106,0,1,SMR,,
F321_MODERATE.DEPRESSIVE.EPISODE,20,1,0.000120758,0,1,SMR,,
F412_MIXED.ANXIETY.AND.DEPRESSIVE.DISORDER,20,1,0.00012279,0,1,SMR,,
op_fluoxetine,20,1,0.000103252,0,1,NDRDD,,
T398_POISONING.BY.OTHER.NONOPIOID.ANALGESICS.AND.ANTIPYRETICS..NEC,20,1,0.000117578,0,1,SMR,,
T438_POISONING.BY.OTHER.PSYCHOTROPIC.DRUGS..NOT.ELSEWHERE.CLASSIFIED,20,1,0.000119875,0,1,SMR,,
T519_TOXIC.EFFECT.OF.ALCOHOL..UNSPECIFIED,20,1,0.000106621,0,1,SMR,,
W449_FB.INTO.OR.THROUGH.EYE.OR.NATURAL.ORIFICE.IN.UNSPECIFIED.PLACE,20,1,0.000123259,0,1,SMR,,
Z916_PERSONAL.HISTORY.OF.OTHER.PHYSICAL.TRAUMA,20,1,0.000107852,0,1,SMR,,
CLOMIPRAMINE.HCL_CAP.50MG,21,3,0.333333333,3.83E-06,3,PIS,Antidepressants and OCD,Co-occurring conditions
CLOMIPRAMINE.HCL_CAP.25MG,21,1,0.2,0,1,PIS,,
pc_obsessive_compulsive_disorder,21,1,0.2,0,1,NDRDD,,
td_anti_depressants,21,1,0.2,0,1,NDRDD,,
X999_ASSAULT.BY.SHARP.OBJECT.IN.UNSPECIFIED.PLACE,22,14,0.000138217,0.01803281,14,SMR,Assault and self harm,Co-occurring conditions
S099_UNSPECIFIED.INJURY.OF.HEAD,22,13,0.000152346,0.021069045,13,SMR,,
Y049_ASSAULT.BY.BODILY.FORCE.IN.UNSPECIFIED.PLACE,22,12,0.000149925,0.018857273,12,SMR,,
X599_EXPOSURE.TO.UNSPECIFIED.FACTOR.IN.UNSPECIFIED.PLACE,22,10,0.000137589,0.006600455,10,SMR,,
Y009_ASSAULT.BY.BLUNT.OBJECT.IN.UNSPECIFIED.PLACE,22,10,0.000138007,0.012174832,10,SMR,,
X789_INTENT.SELF.HARM.BY.SHARP.OBJECT.IN.UNSPECIFIED.PLACE,22,9,0.000145075,0.021197394,9,SMR,,
Y044_ASSAULT.BY.BODILY.FORCE.IN.ROAD,22,9,0.000141563,0.012612683,9,SMR,,
S009_SUPERFICIAL.INJURY.OF.HEAD..PART.UNSPECIFIED,22,8,0.000145539,0.006083961,8,SMR,,
W199_UNSPECIFIED.FALL.IN.UNSPECIFIED.PLACE,22,8,0.000154991,0.02352606,8,SMR,,
Z045_EXAMINATION.AND.OBSERVATION.FOLLOWING.OTHER.INFLICTED.INJURY,22,8,0.000147037,0.019839171,8,SMR,,
F100_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.ACUTE.INTOXICATION.WITH.ALCOHOL,22,7,0.000157183,0.024239735,7,SMR,,
S008_SUPERFICIAL.INJURY.OF.OTHER.PARTS.OF.HEAD,22,7,0.000137306,0.002867221,7,SMR,,
S018_OPEN.WOUND.OF.OTHER.PARTS.OF.HEAD,22,7,0.000142776,0.010070403,7,SMR,,
S0260_CLOSED.FRACTURE.OF.MANDIBLE,22,7,0.000135796,0.002673971,7,SMR,,
Y099_ASSAULT.BY.UNSPECIFIED.MEANS.IN.UNSPECIFIED.PLACE,22,7,0.000134716,0.000960887,7,SMR,,
S610_OPEN.WOUND.OF.FINGER.S..WITHOUT.DAMAGE.TO.NAIL,22,6,0.000129904,0.005661917,6,SMR,,
S0220_CLOSED.FRACTURE.OF.NASAL.BONES,22,5,0.000140509,0.009949323,5,SMR,,
S519_OPEN.WOUND.OF.FOREARM..PART.UNSPECIFIED,22,5,0.000135465,0.006692015,5,SMR,,
S619_OPEN.WOUND.OF.WRIST.AND.HAND..PART.UNSPECIFIED,22,5,0.000130839,0.003970428,5,SMR,,
Y040_ASSAULT.BY.BODILY.FORCE.AT.HOME,22,5,0.000138908,0.010222786,5,SMR,,
Z043_EXAMINATION.AND.OBSERVATION.FOLLOWING.OTHER.ACCIDENT,22,5,0.000140746,0.001241946,5,SMR,,
S663_INJURY.OF.EXTENSOR.MUSCLE...TENDON.OF.OTHER.FINGER.AT.WRIST.AND.HAND.LEVEL,22,4,0.000133316,0.005240502,4,SMR,,
W014_FALL.ON.SAME.LEVEL.FROM.SLIPPING.TRIPPING.STUMBLING.IN.ROAD,22,4,0.000145243,0.005617922,4,SMR,,
W109_FALL.ON.AND.FROM.STAIRS.AND.STEPS.IN.UNSPECIFIED.PLACE,22,4,0.000136017,0.004963377,4,SMR,,
W549_BITTEN.OR.STRUCK.BY.DOG.IN.UNSPECIFIED.PLACE,22,4,0.000118835,0.004484495,4,SMR,,
X780_INTENT.SELF.HARM.BY.SHARP.OBJECT.AT.HOME,22,4,0.000131752,0.002547568,4,SMR,,
Z038_OBSERVATION.FOR.OTHER.SUSPECTED.DISEASES.AND.CONDITIONS,22,4,0.000156226,0.027383232,4,SMR,,
Z041_EXAMINATION.AND.OBSERVATION.FOLLOWING.TRANSPORT.ACCIDENT,22,4,0.000132398,0.00188264,4,SMR,,
Z049_EXAMINATION.AND.OBSERVATION.FOR.UNSPECIFIED.REASON,22,4,0.000133923,0.002820161,4,SMR,,
NALOREX_TAB.50MG,22,3,0.000142755,0.00764188,3,PIS,,
R42X_DIZZINESS.AND.GIDDINESS,22,3,0.000112309,0.006084396,3,SMR,,
R51X_HEADACHE,22,3,0.000124984,0.007954509,3,SMR,,
S000_SUPERFICIAL.INJURY.OF.SCALP,22,3,0.000130668,0.003977612,3,SMR,,
S010_OPEN.WOUND.OF.SCALP,22,3,0.000124332,0.00080884,3,SMR,,
S0240_CLOSED.FRACTURE.OF.MALAR.AND.MAXILLARY.BONES,22,3,0.000131389,0.000246197,3,SMR,,
S0650_TRAUMATIC.SUBDURAL.HAEMORRHAGE.WITHOUT.OPEN.INTRACRANIAL.WOUND,22,3,0.000133958,0.002348608,3,SMR,,
S518_OPEN.WOUND.OF.OTHER.PARTS.OF.FOREARM,22,3,0.000133298,0.001654785,3,SMR,,
S5250_CLOSED.FRACTURE.OF.LOWER.END.OF.RADIUS,22,3,0.000131666,0.002884863,3,SMR,,
S9200_CLOSED.FRACTURE.OF.CALCANEUS,22,3,0.000118666,0.002000192,3,SMR,,
W179_OTHER.FALL.FROM.ONE.LEVEL.TO.ANOTHER.IN.UNSPECIFIED.PLACE,22,3,0.000108932,0.001528585,3,SMR,,
W194_UNSPECIFIED.FALL.IN.ROAD,22,3,0.000129668,0.00065911,3,SMR,,
W259_CONTACT.WITH.SHARP.GLASS.IN.UNSPECIFIED.PLACE,22,3,0.000124891,0.000390848,3,SMR,,
W269_CONTACT.WITH..OTHER.SHARP.OBJECT.S..IN.UNSPECIFIED.PLACE,22,3,0.000121581,0.001052237,3,SMR,,
W509_HIT.STRUCK.KICKED.TWISTED.BITTEN.SCRATCHED.BY.PERSON.IN.UNSPECIFIED.PLACE,22,3,0.00013089,0.002218005,3,SMR,,
X849_INTENT.SELF.HARM.BY.UNSPECIFIED.MEANS.IN.UNSPECIFIED.PLACE,22,3,0.000142796,0.00984953,3,SMR,,
BUSPIRONE.HCL_TAB.10MG,22,2,8.93E-05,0.002947163,2,PIS,,
BUSPIRONE.HCL_TAB.5MG,22,2,9.95E-05,0.004416914,2,PIS,,
CODEINE.PHOS_TAB.30MG,22,2,0.000121699,0.001474858,2,PIS,,
F1001_MENTAL.BEHAVIOUR.DIS.DUE.TO.ALCOHOL.ACUTE.INTOX.TRAUMA.OTHER.BODILY.INJURY,22,2,0.000135999,0.000271613,2,SMR,,
LORAZEPAM_TAB.1MG,22,2,8.09E-05,0.001474858,2,PIS,,
S001_CONTUSION.OF.EYELID.AND.PERIOCULAR.AREA,22,2,0.000131303,0.000404954,2,SMR,,
S007_MULTIPLE.SUPERFICIAL.INJURIES.OF.HEAD,22,2,0.000130395,0.000167103,2,SMR,,
S011_OPEN.WOUND.OF.EYELID.AND.PERIOCULAR.AREA,22,2,0.000121892,0.00021428,2,SMR,,
S012_OPEN.WOUND.OF.NOSE,22,2,0.000104515,0.001474858,2,SMR,,
S017_MULTIPLE.OPEN.WOUNDS.OF.HEAD,22,2,0.000123716,0.000212859,2,SMR,,
S026_FRACTURE.OF.MANDIBLE,22,2,0.000123762,0,2,SMR,,
S119_OPEN.WOUND.OF.NECK..PART.UNSPECIFIED,22,2,0.000132644,0.001349929,2,SMR,,
S211_OPEN.WOUND.OF.FRONT.WALL.OF.THORAX,22,2,0.000120642,0.002702735,2,SMR,,
S219_OPEN.WOUND.OF.THORAX..PART.UNSPECIFIED,22,2,0.000123716,0.000693418,2,SMR,,
S310_OPEN.WOUND.OF.LOWER.BACK.AND.PELVIS,22,2,0.00012837,0.001502384,2,SMR,,
S618_OPEN.WOUND.OF.OTHER.PARTS.OF.WRIST.AND.HAND,22,2,0.000125818,0.000531089,2,SMR,,
S661_INJURY.OF.FLEXOR.MUSCLE.AND.TENDON.OF.OTHER.FINGER.AT.WRIST.AND.HAND.LEVEL,22,2,0.000115075,0.000106652,2,SMR,,
S8280_CLOSED.FRACTURES.OF.OTHER.PARTS.OF.LOWER.LEG,22,2,0.000134048,0.000270274,2,SMR,,
W139_FALL.FROM..OUT.OF.OR.THROUGH.BUILDING.OR.STRUCTURE.IN.UNSPECIFIED.PLACE,22,2,0.000115929,0.000205776,2,SMR,,
Z878_PERSONAL.HISTORY.OF.OTHER.SPECIFIED.CONDITIONS,22,2,0.000116293,0.001252173,2,SMR,,
CODEINE.PHOS_TAB.15MG,22,1,0.000106701,0,1,PIS,,
F430_ACUTE.STRESS.REACTION,22,1,0.000124254,0,1,SMR,,
S013_OPEN.WOUND.OF.EAR,22,1,0.000104493,0,1,SMR,,
S015_OPEN.WOUND.OF.LIP.AND.ORAL.CAVITY,22,1,9.33E-05,0,1,SMR,,
S212_OPEN.WOUND.OF.BACK.WALL.OF.THORAX,22,1,0.00011919,0,1,SMR,,
S311_OPEN.WOUND.OF.ABDOMINAL.WALL,22,1,0.00011919,0,1,SMR,,
S318_OPEN.WOUND.OF.OTHER.AND.UNSPECIFIED.PARTS.OF.ABDOMEN,22,1,0.00011919,0,1,SMR,,
S8230_CLOSE.FRACTURE.OF.LOWER.END.OF.TIBIA,22,1,9.68E-05,0,1,SMR,,
T793_POST.TRAUMATIC.WOUND.INFECTION..NOT.ELSEWHERE.CLASSIFIED,22,1,0.000112956,0,1,SMR,,
td_diclazepam,22,1,7.40E-05,0,1,NDRDD,,
W010_FALL.ON.SAME.LEVEL.FROM.SLIPPING..TRIPPING.AND.STUMBLING.AT.HOME,22,1,0.000114286,0,1,SMR,,
X990_ASSAULT.BY.SHARP.OBJECT.AT.HOME,22,1,0.000117137,0,1,SMR,,
DOSULEPIN.HCL_TAB.75MG,23,2,0.5,1.28E-06,2,PIS,Antidepressant Dosulepin,Distinct condition
DOSULEPIN.HCL_CAP.25MG,23,1,0.333333333,0,1,PIS,,
td_dothiepin,23,1,0.333333333,0,1,NDRDD,,
I469_CARDIAC.ARREST..UNSPECIFIED,24,3,9.84E-05,0.004419468,3,SMR,Cardiac arrest,Distinct condition
G931_ANOXIC.BRAIN.DAMAGE..NOT.ELSEWHERE.CLASSIFIED,24,2,8.84E-05,0.001474858,2,SMR,,
td_lignocaine,24,2,0.000110951,0.005884111,2,NDRDD,,
I460_CARDIAC.ARREST.WITH.SUCCESSFUL.RESUSCITATION,24,1,8.02E-05,0,1,SMR,,
PARACET_ORAL.SUSP.250MG.5ML.S.F,24,1,8.84E-05,0,1,PIS,,
PREGABALIN_CAP.150MG,25,6,0.000125266,0.010395377,6,PIS,"Pregabalin, Duloxetine, Neuropathic pain",Distinct condition
PREGABALIN_CAP.200MG,25,5,0.000106621,0.006747583,5,PIS,,
CYMBALTA_CAP.G.R.30MG,25,4,0.000125141,0.004485016,4,PIS,,
DULOXETINE.HCL_CAP.G.R.60MG,25,4,0.000127518,0.006828686,4,PIS,,
LYRICA_CAP.150MG,25,4,0.000135796,0.009638914,4,PIS,,
LYRICA_CAP.300MG,25,4,0.000129735,0.00405384,4,PIS,,
OXYCODONE.HCL_CAP.10MG,25,4,0.000126231,0.007069303,4,PIS,,
OXYNORM_CAP.10MG,25,4,0.00012647,0.00492822,4,PIS,,
PREGABALIN_CAP.100MG,25,4,0.000113908,0.006626133,4,PIS,,
CLARITHROMYCIN_TAB.250MG,25,3,0.000125945,0.003484275,3,PIS,,
CYMBALTA_CAP.G.R.60MG,25,3,0.000118624,0.001888613,3,PIS,,
DULOXETINE.HCL_CAP.G.R.30MG,25,3,0.000128107,0.003663433,3,PIS,,
LYRICA_CAP.100MG,25,3,0.000110803,0.002707652,3,PIS,,
LYRICA_CAP.225MG,25,3,0.00012273,0.004508344,3,PIS,,
LYRICA_CAP.50MG,25,3,9.93E-05,0.000539219,3,PIS,,
LYRICA_CAP.75MG,25,3,0.000121729,0.001488019,3,PIS,,
NICORETTE.INVISI_PATCH.15MG.16HRS,25,3,0.00013611,0.005831012,3,PIS,,
OXYCONTIN_TAB.10MG.M.R,25,3,0.00012282,0.003113992,3,PIS,,
OXYCONTIN_TAB.20MG.M.R,25,3,0.000123671,0.002949912,3,PIS,,
PREGABALIN_CAP.25MG,25,3,9.50E-05,0.00294844,3,PIS,,
PREGABALIN_CAP.300MG,25,3,0.000125423,0.002905041,3,PIS,,
PREGABALIN_CAP.50MG,25,3,0.000102522,0.000296371,3,PIS,,
LOPERAMIDE.HCL_TAB.2MG,25,2,0.000126183,0.002290536,2,PIS,,
LYRICA_CAP.200MG,25,2,9.67E-05,9.63E-05,2,PIS,,
NEURONTIN_CAP.300MG,25,2,0.000131372,0.003220847,2,PIS,,
NORTRIPTYLINE_TAB.10MG,25,2,0.000106678,0.000143594,2,PIS,,
NORTRIPTYLINE_TAB.25MG,25,2,0.000110473,0.000428975,2,PIS,,
PREGABALIN_CAP.75MG,25,2,0.00011197,0.000115486,2,PIS,,
td_oxycodone,25,2,0.00011773,0.000606952,2,NDRDD,,
LYRICA_CAP.25MG,25,1,8.56E-05,0,1,PIS,,
NIZORAL_SHAMPOO.2.,25,1,8.56E-05,0,1,PIS,,
DOMPERIDONE_TAB.10MG,26,7,0.000138083,0.015742265,7,PIS,"Mixed stomach, skin, antibiotics",Co-occurring conditions
